order_id,date_key,date,driver_id,customer_id,region,order_amount,items_delivered,items_missing,delivery_hour,has_missing,has_missing_int,failure_cost,day_of_week,month,week_number,quarter,semester,period,order_size_tier,amount_tier
eed3c281-9f60-4484-82a1-c3de6c783b59,20230329,2023-03-29,WDID10381,WCID5768,Apopka,380.65,15,0,10,False,0,0.0,Wednesday,2023-03,13,1,H1,Manhã (6–11h),Grande (11–20),$250–$400
a882a7e7-c01e-488e-9532-54df13e5982f,20230329,2023-03-29,WDID10734,WCID5098,Orlando,417.79,4,0,17,False,0,0.0,Wednesday,2023-03,13,1,H1,Tarde (12–17h),Pequeno (1–5),> $400
a31e182d-239e-4ada-bd00-4e00a82f4101,20230329,2023-03-29,WDID10997,WCID5032,Sanford,325.44,8,0,9,False,0,0.0,Wednesday,2023-03,13,1,H1,Manhã (6–11h),Médio (6–10),$250–$400
09a63797-d117-4653-8f4d-34f375434c22,20230329,2023-03-29,WDID10311,WCID5238,Apopka,307.5,12,0,19,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),$250–$400
734dbc86-5ba8-4363-8677-f7079a2f3f11,20230329,2023-03-29,WDID10549,WCID5921,Altamonte Springs,459.23,9,0,16,False,0,0.0,Wednesday,2023-03,13,1,H1,Tarde (12–17h),Médio (6–10),> $400
e6adf968-d2ae-4286-bd2a-24bfa67f0638,20230329,2023-03-29,WDID09904,WCID5436,Winter Park,182.75,3,0,21,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
1129fc98-49ca-4f96-85cf-c58b81c991a4,20230329,2023-03-29,WDID10130,WCID5634,Apopka,97.48,13,0,20,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),< $100
9d6ab3a2-f7bf-4cf4-99b9-25af23aa5f54,20230329,2023-03-29,WDID10690,WCID5099,Orlando,182.41,10,0,14,False,0,0.0,Wednesday,2023-03,13,1,H1,Tarde (12–17h),Médio (6–10),$100–$250
abd13cf8-1e76-467c-8ec8-c36b88b73de3,20230329,2023-03-29,WDID09911,WCID5080,Kissimmee,215.81,11,0,15,False,0,0.0,Wednesday,2023-03,13,1,H1,Tarde (12–17h),Grande (11–20),$100–$250
e2e8a2a8-7b4c-4ef7-954e-a5593758a87a,20230329,2023-03-29,WDID10028,WCID5151,Kissimmee,68.6,18,0,22,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),< $100
ba6ae879-83a1-4d0e-9efd-e7ee11453689,20230329,2023-03-29,WDID10804,WCID5315,Clermont,416.37,8,0,23,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Médio (6–10),> $400
730f02b4-eb8c-44c1-91da-6fb1c644d077,20230329,2023-03-29,WDID10405,WCID6185,Clermont,470.63,10,0,19,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Médio (6–10),> $400
8644c967-91fb-4bb5-a1de-5eedf9207b9e,20230329,2023-03-29,WDID10057,WCID5353,Sanford,237.98,5,0,21,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
0bafc8e3-1255-4ca0-b0a7-38ecdcb1396d,20230329,2023-03-29,WDID10325,WCID5474,Sanford,186.88,8,0,21,False,0,0.0,Wednesday,2023-03,13,1,H1,Noite (18–23h),Médio (6–10),$100–$250
81ec234d-96ca-40a8-b1fb-a03947a05f15,20230330,2023-03-30,WDID10657,WCID5764,Orlando,375.88,4,1,14,True,1,70.8255595,Thursday,2023-03,13,1,H1,Tarde (12–17h),Pequeno (1–5),$250–$400
c6302c9e-0a27-452a-a16b-0d0d2ca32716,20230330,2023-03-30,WDID09885,WCID5200,Winter Park,336.85,15,1,0,True,1,70.8255595,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
49abc775-7e8a-470a-9873-0cf8ed32eff4,20230330,2023-03-30,WDID10658,WCID5584,Sanford,50.26,19,1,22,True,1,70.8255595,Thursday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),< $100
799969a2-b3fd-4dce-83e8-9526199ad1f2,20230330,2023-03-30,WDID09873,WCID6233,Clermont,147.42,2,1,21,True,1,70.8255595,Thursday,2023-03,13,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
63dedbec-d0a2-48b6-bf60-4adc4fe31e4f,20230330,2023-03-30,WDID10081,WCID5600,Orlando,824.03,19,0,1,False,0,0.0,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Grande (11–20),> $400
5e810de4-0b71-420e-b2db-12161cade4bd,20230330,2023-03-30,WDID10610,WCID5782,Sanford,101.27,17,0,7,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Grande (11–20),$100–$250
f22df394-a563-47aa-acb8-08b98ab8f5d1,20230330,2023-03-30,WDID10496,WCID5097,Kissimmee,96.77,2,0,10,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Pequeno (1–5),< $100
6d3decaa-ec45-4e11-9130-2a52659cd7ff,20230330,2023-03-30,WDID10141,WCID5602,Sanford,317.88,8,0,18,False,0,0.0,Thursday,2023-03,13,1,H1,Noite (18–23h),Médio (6–10),$250–$400
219d7af9-4104-4756-8e6d-758ac29d5380,20230330,2023-03-30,WDID10169,WCID5787,Winter Park,249.61,9,0,10,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Médio (6–10),$100–$250
e7a73da4-5c1c-4e4a-b7b8-acd0f9e29ce2,20230330,2023-03-30,WDID10500,WCID5716,Apopka,25.44,3,0,0,False,0,0.0,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Pequeno (1–5),< $100
51c7455e-2c5a-432e-8995-2b1ae32bbfc1,20230330,2023-03-30,WDID09998,WCID5539,Orlando,383.24,14,0,4,False,0,0.0,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
c7a2e3e2-ec1c-4451-a9ae-94748dc25bdd,20230330,2023-03-30,WDID10287,WCID5573,Kissimmee,498.27,18,0,1,False,0,0.0,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Grande (11–20),> $400
674605f6-d65f-4a9c-85d4-0115b7c5f833,20230330,2023-03-30,WDID10374,WCID5022,Orlando,393.2,11,0,3,False,0,0.0,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
cfffcb9a-af1a-450b-9f80-c0dfd2ad2a6a,20230330,2023-03-30,WDID10035,WCID5718,Kissimmee,460.24,5,0,12,False,0,0.0,Thursday,2023-03,13,1,H1,Tarde (12–17h),Pequeno (1–5),> $400
1afd976b-0bad-4db1-a156-7d9e03b31844,20230330,2023-03-30,WDID10247,WCID5911,Orlando,413.5,15,0,16,False,0,0.0,Thursday,2023-03,13,1,H1,Tarde (12–17h),Grande (11–20),> $400
0f8a6b20-50f5-4f9e-9453-fd2cb18bc5cb,20230330,2023-03-30,WDID10780,WCID5996,Orlando,94.18,12,0,11,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Grande (11–20),< $100
f1412acb-538c-4f1a-bf02-cc2b5305d3dc,20230330,2023-03-30,WDID10159,WCID5534,Orlando,254.86,7,0,8,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Médio (6–10),$250–$400
11520ed2-3f45-4efd-b02b-08523c7cde31,20230330,2023-03-30,WDID11067,WCID5514,Apopka,65.85,5,0,15,False,0,0.0,Thursday,2023-03,13,1,H1,Tarde (12–17h),Pequeno (1–5),< $100
f32c2f60-cfb8-44df-8e9d-49542f9aa593,20230330,2023-03-30,WDID10217,WCID5234,Altamonte Springs,29.27,7,0,6,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Médio (6–10),< $100
d008fc46-819b-4658-a04b-4aaac331e041,20230330,2023-03-30,WDID10393,WCID5313,Clermont,180.16,16,0,23,False,0,0.0,Thursday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),$100–$250
afde3104-7a1b-4da7-a17a-fd0264a12b3e,20230330,2023-03-30,WDID10513,WCID5709,Kissimmee,125.32,10,0,1,False,0,0.0,Thursday,2023-03,13,1,H1,Madrugada (0–5h),Médio (6–10),$100–$250
14b650e7-1308-40c1-9b41-bf3d58e77fbd,20230330,2023-03-30,WDID10661,WCID5470,Kissimmee,115.09,8,0,11,False,0,0.0,Thursday,2023-03,13,1,H1,Manhã (6–11h),Médio (6–10),$100–$250
5bb6f4af-48ce-4503-830e-f027263e0077,20230331,2023-03-31,WDID10544,WCID5601,Clermont,96.69,14,1,16,True,1,70.8255595,Friday,2023-03,13,1,H1,Tarde (12–17h),Grande (11–20),< $100
f19705d7-0581-4740-a2ca-26c8a65e9e7d,20230331,2023-03-31,WDID09895,WCID5557,Altamonte Springs,106.11,10,1,14,True,1,70.8255595,Friday,2023-03,13,1,H1,Tarde (12–17h),Médio (6–10),$100–$250
11ca086b-b637-4dff-bac1-a4a41780a40e,20230331,2023-03-31,WDID10646,WCID5646,Clermont,305.02,9,0,20,False,0,0.0,Friday,2023-03,13,1,H1,Noite (18–23h),Médio (6–10),$250–$400
0c2ad780-aa54-42e3-b8c2-9eb6662e8330,20230331,2023-03-31,WDID10214,WCID5817,Clermont,262.95,16,0,15,False,0,0.0,Friday,2023-03,13,1,H1,Tarde (12–17h),Grande (11–20),$250–$400
fa7d1d96-e29f-4237-9e08-9aa907d2933d,20230331,2023-03-31,WDID10320,WCID6036,Clermont,76.42,16,0,22,False,0,0.0,Friday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),< $100
f5f805b9-8456-47e7-b477-bacb4cde1609,20230331,2023-03-31,WDID10386,WCID5095,Clermont,160.53,12,0,9,False,0,0.0,Friday,2023-03,13,1,H1,Manhã (6–11h),Grande (11–20),$100–$250
6e1fb204-e9a9-4219-bd33-3f2718e56477,20230331,2023-03-31,WDID10473,WCID6036,Apopka,456.92,10,0,13,False,0,0.0,Friday,2023-03,13,1,H1,Tarde (12–17h),Médio (6–10),> $400
d99073d4-51b7-49e8-8484-d846ad7080b0,20230331,2023-03-31,WDID10549,WCID5667,Clermont,57.92,19,0,11,False,0,0.0,Friday,2023-03,13,1,H1,Manhã (6–11h),Grande (11–20),< $100
c3090196-2967-448c-b2fb-fb49a81be19c,20230331,2023-03-31,WDID10597,WCID5948,Kissimmee,206.83,18,0,1,False,0,0.0,Friday,2023-03,13,1,H1,Madrugada (0–5h),Grande (11–20),$100–$250
c2d7026f-9686-49bb-8cb9-be4c215fdb9d,20230331,2023-03-31,WDID11088,WCID5620,Kissimmee,184.29,10,0,21,False,0,0.0,Friday,2023-03,13,1,H1,Noite (18–23h),Médio (6–10),$100–$250
7773d6b3-34a6-4440-9b77-e9fc997f6a47,20230331,2023-03-31,WDID10444,WCID5284,Apopka,433.0,3,0,4,False,0,0.0,Friday,2023-03,13,1,H1,Madrugada (0–5h),Pequeno (1–5),> $400
27231f98-0f89-4658-aaee-62a47c02a7fd,20230331,2023-03-31,WDID10467,WCID6216,Sanford,33.59,16,0,18,False,0,0.0,Friday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),< $100
56eab02b-e3b9-4c02-b94f-8c77a1759ad3,20230331,2023-03-31,WDID10495,WCID5885,Kissimmee,452.17,14,0,21,False,0,0.0,Friday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),> $400
4ee87267-13d5-490b-af47-fca22a39d742,20230331,2023-03-31,WDID09981,WCID5535,Clermont,408.71,4,0,15,False,0,0.0,Friday,2023-03,13,1,H1,Tarde (12–17h),Pequeno (1–5),> $400
c3cc6a8e-a97d-47da-8cb1-65f9426ddfa7,20230331,2023-03-31,WDID09990,WCID5957,Orlando,209.54,1,0,13,False,0,0.0,Friday,2023-03,13,1,H1,Tarde (12–17h),Pequeno (1–5),$100–$250
b5f620fb-fa1f-4f9f-92b6-2eef57e3d313,20230331,2023-03-31,WDID10753,WCID5837,Kissimmee,87.05,11,0,19,False,0,0.0,Friday,2023-03,13,1,H1,Noite (18–23h),Grande (11–20),< $100
896e258c-b33c-44f8-9d2a-c1dade9f7998,20230331,2023-03-31,WDID10849,WCID5958,Kissimmee,123.2,8,0,2,False,0,0.0,Friday,2023-03,13,1,H1,Madrugada (0–5h),Médio (6–10),$100–$250
fb036d61-4efe-42cd-8636-d3df985f90f1,20230331,2023-03-31,WDID10865,WCID5523,Kissimmee,313.58,18,0,17,False,0,0.0,Friday,2023-03,13,1,H1,Tarde (12–17h),Grande (11–20),$250–$400
92d25675-9a10-40d8-ab13-dd1787f82f98,20230401,2023-04-01,WDID10582,WCID6213,Altamonte Springs,400.09,7,1,8,True,1,70.8255595,Saturday,2023-04,13,2,H1,Manhã (6–11h),Médio (6–10),> $400
3e2f227b-7f61-44f9-8805-7ad0f2cdf06f,20230401,2023-04-01,WDID10223,WCID5643,Orlando,44.24,6,1,16,True,1,70.8255595,Saturday,2023-04,13,2,H1,Tarde (12–17h),Médio (6–10),< $100
24e2c02b-74e3-4c48-b81c-838a317bdaaa,20230401,2023-04-01,WDID10084,WCID6018,Apopka,719.07,19,1,14,True,1,70.8255595,Saturday,2023-04,13,2,H1,Tarde (12–17h),Grande (11–20),> $400
51a58f2a-4130-41da-9a76-356c9cf9c84f,20230401,2023-04-01,WDID10952,WCID5542,Orlando,57.07,3,0,15,False,0,0.0,Saturday,2023-04,13,2,H1,Tarde (12–17h),Pequeno (1–5),< $100
4caf9468-fe74-44b0-b2f4-9d4f20c3df31,20230401,2023-04-01,WDID10069,WCID5224,Sanford,80.24,6,0,21,False,0,0.0,Saturday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),< $100
7dd11b94-7ea4-4f8c-b8c8-16a36b8e0a89,20230401,2023-04-01,WDID10096,WCID5186,Kissimmee,55.31,19,0,21,False,0,0.0,Saturday,2023-04,13,2,H1,Noite (18–23h),Grande (11–20),< $100
7296bb58-0f5e-4333-a96b-4ac8c69434e9,20230401,2023-04-01,WDID10322,WCID5687,Apopka,137.57,5,0,11,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),$100–$250
34ebaef6-ebe1-46e7-886a-8d7dc8659827,20230401,2023-04-01,WDID10311,WCID5435,Apopka,177.15,12,0,4,False,0,0.0,Saturday,2023-04,13,2,H1,Madrugada (0–5h),Grande (11–20),$100–$250
58fc6316-056c-412b-b73d-6f904b9e5774,20230401,2023-04-01,WDID10629,WCID5451,Orlando,117.13,9,0,0,False,0,0.0,Saturday,2023-04,13,2,H1,Madrugada (0–5h),Médio (6–10),$100–$250
5c226fdd-159a-4a18-a56a-5133dc715ce8,20230401,2023-04-01,WDID10993,WCID6210,Altamonte Springs,256.94,8,0,20,False,0,0.0,Saturday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),$250–$400
933f3e23-276d-4210-9549-3dfae18076df,20230401,2023-04-01,WDID10184,WCID5282,Orlando,174.27,12,0,2,False,0,0.0,Saturday,2023-04,13,2,H1,Madrugada (0–5h),Grande (11–20),$100–$250
e11ab8e5-ef30-4efd-a343-cacbc46d56a0,20230401,2023-04-01,WDID10655,WCID6203,Winter Park,83.22,19,0,4,False,0,0.0,Saturday,2023-04,13,2,H1,Madrugada (0–5h),Grande (11–20),< $100
1ace344c-4dd4-443a-b03d-033bcc806046,20230401,2023-04-01,WDID10043,WCID5850,Apopka,123.69,7,0,5,False,0,0.0,Saturday,2023-04,13,2,H1,Madrugada (0–5h),Médio (6–10),$100–$250
e27d3e85-fb51-43ed-a08f-1db5b1bac759,20230401,2023-04-01,WDID10056,WCID5625,Sanford,236.84,6,0,8,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Médio (6–10),$100–$250
135a338d-ea0c-493a-ba67-01c3b36fd03b,20230401,2023-04-01,WDID10119,WCID5851,Kissimmee,283.08,2,0,7,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),$250–$400
77b20861-775c-4973-acd9-eec410d68195,20230401,2023-04-01,WDID10638,WCID5434,Sanford,368.28,16,0,18,False,0,0.0,Saturday,2023-04,13,2,H1,Noite (18–23h),Grande (11–20),$250–$400
2a4ac778-0c82-47d7-a237-bc48752d2e35,20230401,2023-04-01,WDID10177,WCID5752,Clermont,273.73,17,0,10,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Grande (11–20),$250–$400
687363a7-cdcd-4e65-bdaa-78b16e6797d3,20230401,2023-04-01,WDID10309,WCID5515,Clermont,63.81,12,0,8,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Grande (11–20),< $100
577d9d50-ab3a-465a-a321-ae5017542f6b,20230401,2023-04-01,WDID10336,WCID5028,Sanford,399.65,14,0,10,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Grande (11–20),$250–$400
d39b01ff-b8b5-4e7f-be84-5b1e3f09fb10,20230401,2023-04-01,WDID10413,WCID5037,Winter Park,368.97,3,0,16,False,0,0.0,Saturday,2023-04,13,2,H1,Tarde (12–17h),Pequeno (1–5),$250–$400
a5942dd1-261b-49f5-83e2-ae54fc491acf,20230401,2023-04-01,WDID10490,WCID5757,Kissimmee,154.18,7,0,3,False,0,0.0,Saturday,2023-04,13,2,H1,Madrugada (0–5h),Médio (6–10),$100–$250
e9689966-3314-4ee3-b9a8-436f0449a0ba,20230401,2023-04-01,WDID10682,WCID5537,Altamonte Springs,165.67,4,0,9,False,0,0.0,Saturday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),$100–$250
6b9927c9-ae8a-4978-886d-1859d1a00153,20230402,2023-04-02,WDID10674,WCID5851,Altamonte Springs,279.97,6,1,6,True,1,70.8255595,Sunday,2023-04,13,2,H1,Manhã (6–11h),Médio (6–10),$250–$400
fdf663b9-5bf5-4a74-8b0c-c01ebd0eb2e2,20230402,2023-04-02,WDID10711,WCID5168,Altamonte Springs,472.14,11,1,6,True,1,70.8255595,Sunday,2023-04,13,2,H1,Manhã (6–11h),Grande (11–20),> $400
f356a677-8d48-43e1-bc3d-0205513fe8c7,20230402,2023-04-02,WDID10489,WCID5628,Apopka,72.72,8,1,19,True,1,70.8255595,Sunday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),< $100
61818cfc-1a37-48ce-addc-60533294bcfc,20230402,2023-04-02,WDID10741,WCID6158,Sanford,360.98,18,1,0,True,1,70.8255595,Sunday,2023-04,13,2,H1,Madrugada (0–5h),Grande (11–20),$250–$400
3c5c8099-f1ae-46f1-bf8b-2271fda10a24,20230402,2023-04-02,WDID10255,WCID5302,Kissimmee,64.06,9,1,18,True,1,70.8255595,Sunday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),< $100
b9ccea25-1c77-4b15-829f-74434dbe647c,20230402,2023-04-02,WDID10041,WCID5697,Winter Park,241.33,10,0,2,False,0,0.0,Sunday,2023-04,13,2,H1,Madrugada (0–5h),Médio (6–10),$100–$250
fe0c4659-20aa-4a5f-ab04-17978ede5386,20230402,2023-04-02,WDID10717,WCID5356,Winter Park,448.57,3,0,8,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),> $400
a953956f-aa41-4b5c-865d-9ee8d5d4422f,20230402,2023-04-02,WDID10756,WCID5170,Kissimmee,457.8,10,0,11,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Médio (6–10),> $400
3afc8c40-ac38-4f61-9472-11d6ee6e4d21,20230402,2023-04-02,WDID10102,WCID6026,Winter Park,377.77,11,0,13,False,0,0.0,Sunday,2023-04,13,2,H1,Tarde (12–17h),Grande (11–20),$250–$400
33ebc3f9-e76f-42b2-98e2-dbdc3e8a58c0,20230402,2023-04-02,WDID10188,WCID5101,Clermont,343.7,6,0,20,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),$250–$400
1e2bcb9a-d88b-4e1e-bb27-5f86678731b4,20230402,2023-04-02,WDID10691,WCID6013,Sanford,327.78,2,0,23,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Pequeno (1–5),$250–$400
10d97ca5-ce61-4b42-8dfa-692f59e4f0fb,20230402,2023-04-02,WDID10769,WCID5828,Orlando,84.24,10,0,0,False,0,0.0,Sunday,2023-04,13,2,H1,Madrugada (0–5h),Médio (6–10),< $100
48c572d7-7f68-4a96-92a5-c8fa8b767c58,20230402,2023-04-02,WDID10808,WCID6078,Clermont,32.9,2,0,4,False,0,0.0,Sunday,2023-04,13,2,H1,Madrugada (0–5h),Pequeno (1–5),< $100
75b2696b-c340-4d23-a163-2337b2dbe15c,20230402,2023-04-02,WDID10960,WCID5777,Clermont,74.48,4,0,23,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Pequeno (1–5),< $100
056d393a-e44d-441f-8f4f-98d0e8552ea4,20230402,2023-04-02,WDID11071,WCID5814,Sanford,351.15,4,0,11,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),$250–$400
377b044a-ca99-4e1a-9e49-6e66c2f3ff6f,20230402,2023-04-02,WDID09878,WCID5785,Kissimmee,305.45,12,0,8,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Grande (11–20),$250–$400
4ae6d8de-a71b-458b-bb3e-95e6eb26508b,20230402,2023-04-02,WDID10301,WCID5594,Winter Park,464.38,6,0,19,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),> $400
2489df35-f7fc-4842-956e-59ede3d3dd0a,20230402,2023-04-02,WDID10381,WCID5175,Altamonte Springs,44.16,11,0,19,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Grande (11–20),< $100
055af36e-0dc6-48f8-a207-51fb164cc846,20230402,2023-04-02,WDID10660,WCID5492,Orlando,272.27,8,0,13,False,0,0.0,Sunday,2023-04,13,2,H1,Tarde (12–17h),Médio (6–10),$250–$400
743c4f5a-6702-4d50-bb66-342c37b51d6d,20230402,2023-04-02,WDID10823,WCID6001,Winter Park,315.48,7,0,11,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Médio (6–10),$250–$400
4bd1bb38-9d75-420a-83be-2c5376d70b51,20230402,2023-04-02,WDID10961,WCID5111,Kissimmee,406.95,4,0,11,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),> $400
223765f6-c9ce-44c4-b189-411fafea9d26,20230402,2023-04-02,WDID10458,WCID5252,Clermont,413.4,13,0,14,False,0,0.0,Sunday,2023-04,13,2,H1,Tarde (12–17h),Grande (11–20),> $400
4e49a872-1eb9-4789-8865-648ccae73738,20230402,2023-04-02,WDID09875,WCID6144,Altamonte Springs,62.75,9,0,20,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Médio (6–10),< $100
f0255e89-22ac-4a72-99c1-b3a26acde269,20230402,2023-04-02,WDID10598,WCID5410,Orlando,177.16,1,0,22,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Pequeno (1–5),$100–$250
dcd6ca8b-6771-41c2-8669-58d772009eda,20230402,2023-04-02,WDID10784,WCID5030,Clermont,316.55,15,0,21,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Grande (11–20),$250–$400
e3513eda-110d-4336-9069-16570c4d4bd8,20230402,2023-04-02,WDID10273,WCID5972,Winter Park,303.8,2,0,9,False,0,0.0,Sunday,2023-04,13,2,H1,Manhã (6–11h),Pequeno (1–5),$250–$400
4f0f9587-a4db-4135-b3e3-062061ad3844,20230402,2023-04-02,WDID10458,WCID5246,Altamonte Springs,436.49,2,0,21,False,0,0.0,Sunday,2023-04,13,2,H1,Noite (18–23h),Pequeno (1–5),> $400
2b1a98d6-46e4-4b26-9745-0d55b61af986,20230403,2023-04-03,WDID10249,WCID5499,Apopka,494.3,2,1,3,True,1,70.8255595,Monday,2023-04,14,2,H1,Madrugada (0–5h),Pequeno (1–5),> $400
5104777f-84cd-4357-a9c2-631508288efa,20230403,2023-04-03,WDID10628,WCID5840,Kissimmee,64.83,2,0,6,False,0,0.0,Monday,2023-04,14,2,H1,Manhã (6–11h),Pequeno (1–5),< $100
300ff913-06a1-43e1-b4ab-439e853414e3,20230403,2023-04-03,WDID10340,WCID6196,Altamonte Springs,374.01,4,0,5,False,0,0.0,Monday,2023-04,14,2,H1,Madrugada (0–5h),Pequeno (1–5),$250–$400
5e74e4a7-7fab-4eba-b71e-f19841476e37,20230403,2023-04-03,WDID10448,WCID5029,Altamonte Springs,189.35,10,0,19,False,0,0.0,Monday,2023-04,14,2,H1,Noite (18–23h),Médio (6–10),$100–$250
359c0caf-7b15-4eef-95e7-eaf9ace6b35d,20230403,2023-04-03,WDID10506,WCID5606,Kissimmee,912.13,14,0,19,False,0,0.0,Monday,2023-04,14,2,H1,Noite (18–23h),Grande (11–20),> $400
fe94b379-14e3-464d-a344-8b3417675b28,20230403,2023-04-03,WDID10142,WCID5869,Sanford,168.43,4,0,16,False,0,0.0,Monday,2023-04,14,2,H1,Tarde (12–17h),Pequeno (1–5),$100–$250
e52bbd75-614f-41f8-b930-7299d19be483,20230403,2023-04-03,WDID10611,WCID6046,Kissimmee,33.63,7,0,22,False,0,0.0,Monday,2023-04,14,2,H1,Noite (18–23h),Médio (6–10),< $100
97edd60f-d6cc-4f84-8ac8-9132fd1331a0,20230403,2023-04-03,WDID10614,WCID5633,Altamonte Springs,384.05,10,0,2,False,0,0.0,Monday,2023-04,14,2,H1,Madrugada (0–5h),Médio (6–10),$250–$400
dd0025ea-02a3-4c93-9ffd-414827ad1c1d,20230403,2023-04-03,WDID10673,WCID6018,Clermont,209.31,6,0,7,False,0,0.0,Monday,2023-04,14,2,H1,Manhã (6–11h),Médio (6–10),$100–$250
a6976f59-49e4-4bdb-9243-0233c583cb6c,20230403,2023-04-03,WDID10862,WCID5056,Winter Park,334.76,2,0,22,False,0,0.0,Monday,2023-04,14,2,H1,Noite (18–23h),Pequeno (1–5),$250–$400
236b56f5-7474-4c0d-b8ac-5a435a5d4be7,20230403,2023-04-03,WDID10093,WCID5930,Winter Park,273.51,11,0,3,False,0,0.0,Monday,2023-04,14,2,H1,Madrugada (0–5h),Grande (11–20),$250–$400
0a3e2b8c-bf46-46c3-aa78-047b56b44685,20230403,2023-04-03,WDID10334,WCID5550,Apopka,359.19,16,0,14,False,0,0.0,Monday,2023-04,14,2,H1,Tarde (12–17h),Grande (11–20),$250–$400
a0f9a078-537e-4aef-a21e-da78b6b5d56e,20230403,2023-04-03,WDID10494,WCID5816,Altamonte Springs,92.13,1,0,0,False,0,0.0,Monday,2023-04,14,2,H1,Madrugada (0–5h),Pequeno (1–5),< $100
5964eba5-17e1-4088-b904-46332a713e23,20230403,2023-04-03,WDID10624,WCID5157,Orlando,33.29,4,0,10,False,0,0.0,Monday,2023-04,14,2,H1,Manhã (6–11h),Pequeno (1–5),< $100
69a7888b-8dd1-4acf-88c1-64c7c524ff0a,20230403,2023-04-03,WDID10930,WCID5465,Apopka,400.93,14,0,12,False,0,0.0,Monday,2023-04,14,2,H1,Tarde (12–17h),Grande (11–20),> $400
d8e93a90-b85d-48ca-b8fe-82c358c2d063,20230403,2023-04-03,WDID10983,WCID5932,Sanford,245.82,15,0,10,False,0,0.0,Monday,2023-04,14,2,H1,Manhã (6–11h),Grande (11–20),$100–$250
4fd5d5b9-d676-4ef5-bc50-e2284bbe0d51,20230403,2023-04-03,WDID09949,WCID5060,Kissimmee,293.63,15,0,23,False,0,0.0,Monday,2023-04,14,2,H1,Noite (18–23h),Grande (11–20),$250–$400
